song_name,name,song_id,popularity
Shut Up Kiss Me,Angel Olsen,3EEr6l5PYelwkrvvKX7N0X,58
Cranes in the Sky,Solange,48EjSdYh8wz2gBxxqzrsLe,66
Paul,Big Thief,4AA4xt0NvJCUaJYh9SoZ1y,1
Not,Big Thief,7lrhugjSbiImrNSLIFIq0c,54
Yonkers,"Tyler, The Creator",3WQlJpaUUbGtUqAskvGA7c,63
See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,92
See You Again (feat. Kali Uchis),Kali Uchis,7KA4W4McWYRpgf0fWsJZWB,92
Riot!,Earl Sweatshirt,6cmt9CRoK0KGcNg9Tpje53,67
In My View,Young Fathers,6dqs8fnEKzvqYta2abiJKN,48
Seventeen,Sharon Van Etten,5jZoYp0P8ML7AxkS3tQz3j,61
Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,80
Best Years of My Life,Pistol Annies,6mTSw3gE4k9U7CK8pzX9c0,39
Best Years of My Life,Miranda Lambert,6mTSw3gE4k9U7CK8pzX9c0,39
Best Years of My Life,Ashley Monroe,6mTSw3gE4k9U7CK8pzX9c0,39
Best Years of My Life,Angaleena Presley,6mTSw3gE4k9U7CK8pzX9c0,39
Freeze Tag (feat. Phoelix),Terrace Martin,47v4uUtj5AukJmCbMq4Kry,60
Freeze Tag (feat. Phoelix),Robert Glasper,47v4uUtj5AukJmCbMq4Kry,60
Freeze Tag (feat. Phoelix),9th Wonder,47v4uUtj5AukJmCbMq4Kry,60
Freeze Tag (feat. Phoelix),Kamasi Washington,47v4uUtj5AukJmCbMq4Kry,60
Freeze Tag (feat. Phoelix),Dinner Party,47v4uUtj5AukJmCbMq4Kry,60
Freeze Tag (feat. Phoelix),Phoelix,47v4uUtj5AukJmCbMq4Kry,60
Pretty Pimpin,Kurt Vile,47cNDW1xyM03mT2kseO41a,62
Loading Zones,Kurt Vile,0Z6W8GqZLM7DmgKp2jY6Pd,51
Blue Rose,Amen Dunes,2yPk75TgsIQyQU2NKepVwo,41
Raingurl,Yaeji,4XXfQ8fBHMIgcygY4hV6RC,65
Night Shift,Lucy Dacus,2AF5Kzxb4pz7j79Ity84pP,0
Especially Me,Low,3GdUjun14pwsmJrTVEIO8b,38
Days Like These,Low,6KVjO1Wye1FuNdYx0keRkP,35
circle the drain,Soccer Mommy,2drtd6SptpMJ1KylMQ7mrE,58
This Time Around,Jessica Pratt,4d91J2qoa4VW1IapAP5ZBA,27
Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,87
Shallow,Bradley Cooper,2VxeLyX666F8uXCJ0dZF8B,87
Mariners Apartment Complex,Lana Del Rey,6OG05bPAwUuV3OMvy2Vy1P,75
Kerosene!,Yves Tumor,1Kjw0LwdniCWran4PxJqPQ,0
Charcoal Baby,Blood Orange,3bBmpVl9rQKJsFFGLFilIS,67
I Shall Love 2,Julia Holter,4VxGlr9PawFDaThx20USnS,27
Sea Calls Me Home,Julia Holter,2vUMdAub2h5j5zuSppYQyT,39
Confirmation,Westerman,6pIem0QfCkJMl4ug4byHhk,0
Myth,Beach House,2Zw3HNjaNV42LnQ2uY5JQs,63
The Opener,Camp Cope,20tOKxDQzaimtiS50bZ8ul,33
i'm so tired...,Lauv,4vjpLMyL3ZO6aphdYr8XYw,4
i'm so tired...,Troye Sivan,4vjpLMyL3ZO6aphdYr8XYw,4
Self,Noname,2wUnFLr2k5491Pv4cUYd83,0
Is It Cold in the Water?,SOPHIE,53oeSa4iFMft1EWHLs4ln2,0
Tilted,Christine and the Queens,2ILilOGEh31uHITYFazrLM,60
Rainbow,Kacey Musgraves,79qxwHypONUt3AFq0WPpT9,72
Slow Burn,Kacey Musgraves,6ET9kf9riLETWs9lePUEAI,72
"thank u, next",Ariana Grande,2rPE9A1vEgShuZxxzR2tZH,24
Heat Wave,Snail Mail,7B0uWqVjMySfDKhtZghBkO,53
MALAMENTE - Cap.1: Augurio,ROSALÍA,1B0BQaSRHxhI0AUlItY3LK,70
With Every Heartbeat,Robyn,0NEw29HKkDkt1yDyBJOgXe,55
With Every Heartbeat,Kleerup,0NEw29HKkDkt1yDyBJOgXe,55
Dancing On My Own,Robyn,6aqNCrRA7vs7v6QvRpI50t,66
Rain Wound,Timeghoul,2HY9PiBJalNZlou0xHnpiS,16
Majestic,Wax Fang,5ry6DGjhCKVdo6ewfwhJqd,5
Deepen This Wound,Clouds,2R0HIgy1NVwz4oH2QAnytG,16
Evolution (The Grand Design),Symphony X,3ofHxyM8U5B2o8JHffaOLa,43
The Last Scar,Witherfall,1bCHLiKF6aEN3hmUTlcjw9,29
Remnants,Be'lakor,3B28YDOzJxmt2Oy6Kko8uR,39
Cadaver's Mind,Headshrinker,0r514c7T2UkB1ZBHAAarMg,1
Hunter of the Celestial Sea,Midnight Odyssey,3oqjHPRKvzznc9SaD1MlOB,0
Integral Birth,Cynic,55SJs58MYvdySYvVNB3nNj,35
Mythical Serpents,Cynic,0Yw4cw2sXNKMKZADBq6qXT,24
Foe,Leprous,6ApUut34c3s54Y7VMrBXKY,32
Below,Leprous,6rIwcMGcZtPdpi6U9llpb0,48
The Path Of The Clouds,Marissa Nadler,5JM2qbcv5LA226ngU1xPjU,13
The Path Of The Clouds,Simon Raymonde,5JM2qbcv5LA226ngU1xPjU,13
Handsome Man,Wednesday,6UwNqbBsw811RCbNnZaLxZ,0
BLACKOUT,Turnstile,0bGImSqDB2ebdeoCidUC8o,64
Veil of Maya,Cynic,3SZn66k8OQsUk9tCby1OaN,36
Carved from Stone,Fallujah,3F4955rZslZMPeSAIawY6o,28
Hard Lines Sunken Cheeks,Pantera,4sfR0Yk2BsOBnyvZrmcAEy,48
Cracklin' Rosie,Neil Diamond,1BKMI2Qj2KqZCDfzlUIbW3,42
I Am...I Said - Single Version,Neil Diamond,4wOKTOwGVrie2GIbCMEe7U,65
Godless Serenade,Wormwood,5Q5HYqXZDoYCq7VH4g5ypQ,15
The Isolationist,Wormwood,2Wxmzs1T9cDZcfBUyEBJb2,22
Rope Burn Exit,Panopticon,5pTfQIL48Dsu9Uv5rSOCHp,21
Dead Loons,Panopticon,2VoZAfk1nIa5W9ImlBXtuV,23
Irrigating Lethal Acres with Blood,Khandra,1YMG7NTDYIC0nVNZ93JOLV,4
Mysterium,Wreche,75j5xqbeXqrdGoJVY8w1v2,4
anything,Adrianne Lenker,4PwWESSlTwzvw9B7bmtTLS,71
Do It,Chloe x Halle,35Dh5MnCUPLN3XyAVtQff3,66
Window Shades,U.S. Girls,5qSeU9NojSgSi5cAy5Fyey,36
Don't Bother Calling,Moses Sumney,133w2I6NKpvzmQ6XkrWfdN,46
Cut Me,Moses Sumney,1A2BT8JYVRjsKdswwvWXG6,47
On the Floor,Perfume Genius,05HElY3EVth4SMuOJOGusl,48
Slip Away,Perfume Genius,13yxz52EwElyue9PLrqcZY,53
Describe,Perfume Genius,7zZpX1EByY0CLdDFqjSEZs,39
Gospel For A New Century,Yves Tumor,46LX0sSwIU4GFLcj23ZfMA,0
"People, I've been sad",Christine and the Queens,5stdNNY7SUv12p5sLkaBlL,0
Lucille,B.B. King,4ZSJs1cqeincEi2KjUGmZC,52
Mr Your On Fire Mr,Liars,5SK9MSsr1YnOYFDF3PofnK,27
First of All,Japanther,4Ue2ULqUamI2gabnQxC0Xk,40
Sleeper Hold,No Age,2FjronTpJVHFTDH5gaC64w,36
Look a Ghost,Unwound,32s2Ym7GFW4u4s3tT2bfZv,42
Waves,Kanye West,3nAq2hCr1oWsIU54tS98pL,75
Black Skinhead,Kanye West,722tgOgdIbNe3BEyLnejw4,77
Flashing Lights,Kanye West,5TRPicyLGbAF2LGBFbHGvO,91
Flashing Lights,Dwele,5TRPicyLGbAF2LGBFbHGvO,91
Touch The Sky,Kanye West,2pRyjmTGkz5i8xemOtJ7pG,65
Touch The Sky,Lupe Fiasco,2pRyjmTGkz5i8xemOtJ7pG,65
Abomination from Planet X,Hollywood Burns,4Pl9UaPfRvBKuAjYloyRzj,26
Stop Your Tears,Aldous Harding,5H5fiZ0h9ndRn1IDqYyKRw,47
Voices in the Wilderness,Thou,5czV62Tek7jqmGHRurdWPs,8
Cold World,Thou,6ASFcJxGMM7rQQJPmGOEFv,6
There There,Thou,5bNNGUdSFEaxGV2dE5MMtI,6
Pure Shores,All Saints,2vIEquOWG8DTVgwIOofocm,48
Atacama Sunburn,Undersmile,53YTXSDeXRGu3fqCr1eqTG,0
No One,Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,77
Heartland,Taake,4YBLEXjnmj724AZkWM01yf,14
Fitzpleasure,alt-J,09BGE23vqmtylTUBEhzu2H,0
Breezeblocks,alt-J,33OdSmu4AdBViAXDbCEqK3,0
The Barrel - Edit,Aldous Harding,12Yg0ccaYI9y1U9Qh5bxRV,48
Fall from Grace,Morbid Angel,4swUCr7TH4vP1WYD8ohygv,39
Day of Suffering,Morbid Angel,2M39Q7j8nPEUDFbI9N7dYv,48
Suffer,Dead in the Dirt,3X2pp4TeXOvNZNYT3S4VYP,30
Primal Seduction,Vastum,2qbLShLwBLgPGaV7DdPwE1,7
Re-Member,Vastum,7iv8ITm7yoibXxEDjcn7cB,7
Dying,Obituary,3BTNi1JH6f6tSPPtbHMLhM,38
Ghoul,Tsjuder,5sSeE20r7rj0hueS0wl3a4,28
Mouth of Madness,Tsjuder,3IohT1fRliut1i5WXS2EVt,34
Unleash,Anaal Nathrakh,5k9VszXh7SBvRuDr8D7YCq,22
Dead Oceans,Ulcerate,772MRSEMrEj618A3bjJ7zB,17
Serf,MØL,71PbBEi39kYo0M00zyKVbK,31
Ain't Wastin' Time No More,Allman Brothers Band,0dkE5f0xOCESKTXsbfy8OF,0
And the Body Will Die,Transistor Transistor,1Q3qiyYhhsah18nmh1ABm5,5
"Fire, Magic & Venom",Sea Mosquito,7seQLBrJiwHNiISlLBHk9s,5
With Friends Like These,Winnebago Deal,23FGS6ON0IhkSCWBKRa43P,1
Take My Pain Away,Moullinex,0lj1lAjn71qciAw57mEfje,34
All Will Suffer,Vallenfyre,3irpDVRuYVa3C9UNApRx8X,8
Desecration,Vallenfyre,19SpOZ99HxYSwO9tfDxHaX,11
My Black Siberia,Vallenfyre,0bk8nRvzD1xjPvPTSNigib,6
Edit Me,Twin Atlantic,1silOHGxcONoVcRUmJCe0A,27
Ghostriders in the Sky,Die Apokalyptischen Reiter,3D9X47VTRPVT6aAuK7bPvf,49
Blackened Shrine,This Ending,7bUB0NwDkztnWxwekx7Uos,0
Criticize,Alexander O'Neal,3BjDyLYeT23PlSBkaN056k,0
At the Foot of Mt. Driskill,Thou,05V0bViDPOlSr09OO7F6Ep,18
In Defiance of the Sages,Thou,1xiygWdnsNNmbjunBISJ7L,16
Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,90
Love and Happiness,Al Green,6SMHgPgNkhe9lneNTbgtel,67
Under My Wheels,Alice Cooper,6TPMFSJFmyIohTM5El90Po,49
Viva Zapata,Totimoshi,2CfI4vkrgNTgbh7vbS3K7v,7
Muchacha ojos de papel,Almendra,57SinjIS71OEacud1aY2Q5,0
My Rival,Alex Chilton,2o5fdPvMjEno6NcZOKWBAK,11
Blessed Curse,Funeral Mist,1eqWA6gndzMGyI3n4DBgww,18
Cthulhu Dawn,Cradle Of Filth,15fclimRjk5ztcJMP7YAvm,44
The Missing,Vaura,438v1yhHrY44D1K6IBqe2f,9
Incomplete Burning,Vaura,7sMAgDYCMDv6R9B3WA2jl4,12
na iluminação do presente,Benthik Zone,5JgvaRhy9r0pJXTPV698nY,0
Fight Fire With Fire,Vader,1uUq5kvGpoH5HTyw3nuh4X,44
Fight Fire With Fire,Maciej Taff,1uUq5kvGpoH5HTyw3nuh4X,44
Abattoir,BAEST,1kniO93ELU4YeClakl3ct8,2
I,Skeleton,48r7gMxwG9ycc1ogv4Bufe,1
III,Skeleton,7ayLN2NYdCjJFTbNvjrgjr,1
Reveries in Autophagia,Vastum,4jhwflG0sabAxBA8aYYQjC,15
Oroborus,Ufomammut,2HUkaLzwPfmkK9QJd4X3TO,9
I Could Be Happy,Altered Images,1f3032jeYdweWMBrCrLzU0,41
Planet Rock,Afrika Bambaataa,5ZSDLOVEhZlvqcI6ELAT44,0
Planet Rock,Afrika Bambaataa & The Soulsonic Force,5ZSDLOVEhZlvqcI6ELAT44,0
Manhunt,Winnebago Deal,1mkfWFt9TPS8Ba0zuIqWO5,5
Poinciana,Ahmad Jamal,4lyupu0V7V9CoKhH52sfS8,44
In Cold Blood,alt-J,3bmxsQVFi8k7qfM5ULU8Me,0
Right Wing Death Squad,OBNX,4qsm3ECC1WoQIDKSe6NaMl,30
Cancer of Industry,Yakuza,4y9CHxD5BN25eqgHjCoymt,7
Abrogation,Ulcerate,6aZJfQtdoOAHNsL1pDnyx2,21
New Alchemy,Vattnet Viskar,1rkZE7gLQX9xukjiNQ9WR6,4
Breath of the Almighty,Vattnet Viskar,4aXo1oRYvUGJeVt69jKxC3,3
The Snake,Al Wilson,3ChsOVS2Gho2vxnkIn9DIg,0
The Trap,Demoniac,2mozt7IISSBXO1NlmyYaWp,0
Extraviado,Demoniac,7EwubINsNUekjvdy4o0IN0,0
Frozen Star Divinization,Mare Cognitum,7dKO7V5iiOEKUPN3031uLz,17
Luminous Accretion,Mare Cognitum,4ieInzSNPShkvTqFb2LnEO,14
Last Train - Remastered Version,Allen Toussaint,1zFkWtm4zmjB4O3qAokRBX,46
Scabs,Vallenfyre,3ORvpBugHcEBTQkvmeVqLW,18
Stare Into Death And Be Still,Ulcerate,58tsG2dpt4elz9MTV2MpSY,33
Coalescent Of The Inhumane Awareness,Tyranny,7LQopbLO7sc0hU6rSv5Fzz,9
Sarah,Alex G,42Zrd3sdrNrzdfWWzLQPv9,0
Sick of Being Sober,Gatecreeper,2F7pSkiJtQ9PaQjPz0tzfI,37
Victim of Love,Charles Bradley,2qcPsPqgTpl1KYgVptu3Oc,0
Victim of Love,Menahan Street Band,2qcPsPqgTpl1KYgVptu3Oc,0
A Tempting Pain,Portrayal of Guilt,2iwqJSSjiCfsUEesebRpqx,22
In Remembrance,Tribulation,5vKD3aZp4IEARJcltpU9lX,25
Hour of the Wolf,Tribulation,5TrUCun5C76lBeXnqmAZZR,32
Leviathans,Tribulation,63ydOGwKZobnpeiCJjNGpC,24
Year of the Cat - 2001 Remaster,Al Stewart,5jYYumalS1qELrcChOCZrK,64
Changes,Charles Bradley,1fOc4Kf82a6J1C9gS5sE0d,0
Changes,The Budos Band,1fOc4Kf82a6J1C9gS5sE0d,0
Get Ur Freak On,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR,72
Work It,Missy Elliott,3jagJCUbdqhDSPuxP8cAqF,73
Message in the Amber,Amorphis,3p3K1zQNbmurkGPRjf1ESZ,0
Nordbundet,Taake,4GPPUU61KREfMJGm8VYEbA,31
Fra Vadested Til Vaandesmed,Taake,3dBT1NJLWIYPMs5JVQjbTx,28
She's Not There,The Zombies,3dzW0SoVNyJTWWJimX8stj,0
Fable of the Brown Ape,Nick Cave & The Bad Seeds,7wlJCZUVU674kNKqeZl8Be,2
I'm an Albatraoz,AronChupa,5MhsZlmKJG6X5kTHkdwC4B,76
I'm an Albatraoz,Little Sis Nora,5MhsZlmKJG6X5kTHkdwC4B,76
Gnarcissist,Mutoid Man,3w4rcHCTwMdqwtcXKWoDCp,34
Bridgeburner,Mutoid Man,2IgnNczAw2plIUDRNP98xc,41
Sara - 2015 Remaster,Fleetwood Mac,0YuCATlVwxG5Mq8lN2Omro,51
Tusk - 2015 Remaster,Fleetwood Mac,0iINibMKtoS8duvexsqnm5,62
Storms - 2015 Remaster,Fleetwood Mac,7ytvxFKdMdyOk95dISqCem,37
Rhiannon,Fleetwood Mac,05oETzWbd4SI33qK2gbJfR,77
Gypsy,Fleetwood Mac,19Ym5Sg0YyOCa6ao21bdoG,77
Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,83
Albatross,Fleetwood Mac,3iZ5twPwvFeOUQA4Deu8tP,62
Reptilia,The Strokes,57Xjny5yNzAcsxnusKmAfA,79
The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,83
Set to Attack,Albert Hammond Jr,7sI80PK0P3tDCvULKszqzL,52
Celebrate Your Mother,The Eighties Matchbox B-Line Disaster,2LsYD461rQHGZcv0M6FlRn,0
Pinball Wizard,The Who,6LbbHFEajG9e4m0G3L47c4,71
Baba O'Riley,The Who,3qiyyUfYe7CRYLucrPmulD,79
My Generation - Stereo Version,The Who,4u9f8hqstB7iITDJNzKhQx,67
War Painted Valentine,Diablo Swing Orchestra,2ia9BrNbItJ7nsw4WwTIXd,0
Snot,Snot,3qCQNtggJw1gxoptMgDhyR,58
Drive,Amen,3iAzpMo8kSqMYdEKpxhPcd,15
"The Good, The Bad And The Ugly - 2004 Remaster",Ennio Morricone,1JSIWsJfxOji0FrxFcxdCK,61
Nihil,Aquilus,6nJQxHru6CwsitECfVrMJr,22
Push It,Static-X,6O7pihLJgeqxUnG7u9oYL2,68
Post Self,Godflesh,3NDXaUSkdIu36ORI7TpB7J,33
Like Rats,Godflesh,4kr3TSDNNOdv09snNWytEo,36
End of Tyranny,Desaster,5sOquUpMZTm0JRWzRhNqxA,21
The Dissolution of Mind and Matter,...And Oceans,4bsflhNPI6tCFxYUuUgAJ3,19
Final Conquest,Dødheimsgard,3EJ9zq5HQCZRl96NXZ8fzE,12
Stellar Master Elite,Thorns,0IyGZfPT9dcPAfjwhMVvaV,25
Word Up,Cameo,7LoGfKBAaOl0nxhodJ1240,67
Empire of Suffering,Sargeist,5TsaFa1DG9Hqo1mkUOZSB3,33
The Stalker,Aura Noir,5fmwKMJI2pqEUqhnDVTqHY,0
Fuck Off And Die,Darkthrone,7wCO55XFsOI1tqSG2ICwk7,28
Alchemy Of The Black Sun Cult,Goatwhore,3ZEkoqPAM0poy31ZbODCff,26
Apocalyptic Havoc,Goatwhore,4Tv4X669iTNi4NkFzjerDT,38
Hounds at Ya Back,Deströyer 666,7jfXW8e58lIvH2JfhqMgHy,19
Conqueror,Aura Noir,0fKm8WqpVQINWvidGD80JK,25
The End Is Mine to Ride,Terra Tenebrosa,05hLfVNsMPgTjtVWOhQbkL,17
Colossus,In Mourning,2l7WoPtZk8uP0LjPSsbztV,0
1.618,Allegaeon,5gvEv8RLtvH4YumbCQp3wQ,34
King Of All Kings,Hate Eternal,4p2X7WCENxZ2Y0dbawwLSK,27
Turn Down for What,DJ Snake,67awxiNHNyjMXhVgsHuIrs,75
Turn Down for What,Lil Jon,67awxiNHNyjMXhVgsHuIrs,75
Hibernation,Blood On The Wall,3zZxKsON1zuwvO6FdqNw2h,17
Lateralus,TOOL,7tvuLLroI0n6uYBWuFig5d,65
The art of dying,Gojira,7iMQChXFK33TS49QWhE4tt,57
Schism,TOOL,55mJleti2WfWEFNFcBduhc,73
Ghost Town,The Specials,2vEUFrRByOKob8yqOd6LuA,0
Cry Me A River,Dinah Washington,4ydtQJImyQg6UDFFZBzgxp,58
Stagger Lee,Lloyd Price,7qoaMWT3eRCKG1RN6dVuOY,52
Love Potion No.9,The Clovers,5WAPUAldIHRM28j5fUl1ak,39
Mannish Boy,Muddy Waters,58PSYdY0GFg0LFb2PxYk4T,66
Rave On,Buddy Holly,33aYzW5ToRjiFOzkubeJ8H,57
Rave On,The Crickets,33aYzW5ToRjiFOzkubeJ8H,57
Bo Diddley,Bo Diddley,2R7uUQ0Dehu80gsOcydQC9,53
Not Fade Away,Buddy Holly & The Crickets,6sBPjgvLZzHHrpxbBDjmdE,51
Only You (And You Alone) - Single Version,The Platters,2LMOK1CimBY4V3RcIunYx2,36
Smoke Gets In Your Eyes,The Platters,307XEC1IUwUs9ojlEFwH7f,0
Jump in the Line,Harry Belafonte,1zW2csx1vVJrKfvDrFQNVt,67
Day-O (The Banana Boat Song),Harry Belafonte,43IKDWv0QrE1fl2mwWj9qw,50
Electric Relaxation,A Tribe Called Quest,0eEXcw3JLVXcRxYrVYMy68,71
What U See Is What U Get,Xzibit,4ezafcOuI5em8LoE2xxnpv,47
Shadowboxin',GZA,7bp5DfkdK1OAvNJ1U4HfDA,66
Shadowboxin',Method Man,7bp5DfkdK1OAvNJ1U4HfDA,66
How I Could Just Kill a Man,Cypress Hill,6WceXj9vvlxVyRCkDXt4nI,0
Boom - Radio Version,"Royce Da 5'9""",4PuwNJJB0qfYKMi0etVQXk,31
Fortfied Live,Talib Kweli,3oFn11Yah34EHZMEZY7FlL,40
Fortfied Live,Yasiin Bey,3oFn11Yah34EHZMEZY7FlL,40
Fortfied Live,Mr Man,3oFn11Yah34EHZMEZY7FlL,40
Alphabet Aerobics,Blackalicious,4z5L0qDduw3w1apQ4Qa6KV,53
Alphabet Aerobics,Lateef The Truthspeaker,4z5L0qDduw3w1apQ4Qa6KV,53
Alphabet Aerobics,Cut Chemist,4z5L0qDduw3w1apQ4Qa6KV,53
Deception,Blackalicious,2R0MySb9tgrWIv2mttYAYR,45
Acid Raindrops,People Under The Stairs,4MbV8zrWudQflnbiIzp29t,56
Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,5KUNwkaNf8l5A9sXZhiCgI,80
Workinonit,J Dilla,33T6ABvdB3P2iYOWJnBjsQ,52
100% Dundee,The Roots,63J9sQnp8NxLuOgeqgAS6O,47
Definition,Black Star,4C7Ss9bTPOWJMh3rarF1mN,62
Concrete Schoolyard,Jurassic 5,37pnnS4zO9s6xzeblq9Jrd,57
Vehicle,The Ides Of March,6hnyQ0YpiO35rutiLLHLmr,56
Tell Me Something Good,Rufus & Chaka Khan,1OO2Fp9PsnaayiekeXuGJX,57
Tell Me Something Good,Chaka Khan,1OO2Fp9PsnaayiekeXuGJX,57
Journey to the End,Windir,6heyQdo27FXSVTR0VS5F5H,40
"Arntor, A Warrior",Windir,21Bc2sjA8YX5zteH4kbZLU,33
An Archer in the Emptiness,Inter Arma,5DvFlA13hUCziTxdUOZIWR,16
Antaresian,Mare Cognitum,5Oo3LuBbCkf6xz9zUD6DNc,22
Amniosis,Vastum,6gVAqgNXkyTEakoDu8PrJU,15
After Life in Purgatory,Lock Up,5i1p8Gau1nHZ29M1mOHCjW,27
The Affair of the Poisons,Hellripper,6sLC8TGYE4HFUqSe3kWHJl,27
16 Psyche,Chelsea Wolfe,6dfWiUc39g9BjD01irYviR,49
Bo Mambo - 1999 Digital Remaster,Yma Sumac,3aMKcU04yFnPXJNN4QYuMp,26
Lustmord and Wargasm (The Lick of Carnivorous Winds) - Remixed and Remastered,Cradle Of Filth,3X5HD49sqzvyYDkUkQ1CAq,11
Daemon,The Ruins Of Beverast,4s90U2uYR2g7p0zWsjog7F,17
"I, The Mourner of Perished Days",The Body,2yIbrS2WkJ3hwq7sGDJwY5,9
Lurking Fear,The Body,3a0RpBVanuDA7P6T0LT04i,14
Lurking Fear,Thou,3a0RpBVanuDA7P6T0LT04i,14
Wanderings,The Body,2YwRhtCIYyZ1bcd94jfQrf,23
Nothing Stirs,The Body,1BW9bX3Ox6GibuS4OJ3LLw,29
To Attempt Openness,The Body,47sfK60kh9v7dxMREiy5lt,9
These Hours Of Despair,Swallow The Sun,3CnYy4MCf04xI1Me5k810p,0
Seeds of the Suffering,Suffocation,0mUPCLUjXi0p69Ipepe98p,33
The Decay,Agrimonia,0C0v2GZW414vraodyRULW3,0
Agorapocalypse Now,Agoraphobic Nosebleed,6NlkGZ2YHyZ6jZdWagTFr7,25
Going to Town - Remastered,The Afghan Whigs,6FSGK2mweziKeokGwp1R9v,7
The Blue,Acid Bath,6AbPtd4Cxxkdzrda6E2WcO,50
Hang On Sloopy,The McCoys,0i7O5MtSTXvR4BEY7stpjF,58
Same Old Scene,Roxy Music,2laPqoDW8LGBmmd3nCM6vG,51
A Love So Beautiful,Roy Orbison,5nZj2tPFZCfL1J1Tmu2wsa,26
My Black Ass,Shellac,7mTV9WboxMf3qE8AHDyBC8,0
Billiard Player Song,Shellac,6X9WliJlcp2qEC57Rp6Bmo,0
Canada,Shellac,2wLE3jGKw0iC8GaBBgxRLn,0
Heavy Water/I'd Rather Be Sleeping,Grouper,6IUwiHsyKAZtfBy37Wu4ij,54
Paco,Shellac,1ZQRygHacxGFKPUDUZzNnr,0
Steady As She Goes,Shellac,1Y4zGgf6bVOtTtG8UvDL3y,0
Beauty Strike,Shudder To Think,2Ayl0zICWF8l6RrxYNAIJn,2
Call Of The Playground,Shudder To Think,49AwKroBCaukUKAFoElbnt,2
X-French Tee Shirt,Shudder To Think,5h6OsJ1AakY9X9kflQwaMS,26
Chocolate,Shudder To Think,5S0DOPRO9Qs7q1wS4FCu7Y,0
Rag,Shudder To Think,1IauCAKsmIKDUuYi1vyVAx,0
20th Century Boy,T. Rex,6Soku1wiB6mfcQp2s2W6a6,48
Carsmile Smith & The Old One - 2012 Remaster,Marc Bolan,7viHi6qWVV4DxYj4QJPT6L,3
Country Honey,T. Rex,4ZMGsmqE8wMsThj5AWhdFO,10
Liquid Gang,Marc Bolan,1GyDTPWux3FmyMUTEcuRqx,7
Liquid Gang,T. Rex,1GyDTPWux3FmyMUTEcuRqx,7
Nameless Wildness,T. Rex,2GZSe3k3AOaNxTzeSGHTar,1
Debora,T. Rex,64MZGFkCBO9LieFzTs0NiQ,0
Shock Rock,T. Rex,0x18dJZOWkzTHNNFKWSO87,10
Tell Me When My Light Turns Green - 2000 Remaster,Dexys Midnight Runners,0f0a23uAi8Cmlu2qy426PY,34
Venus Loon,T. Rex,0M49FeZyYraDErgF9lCoJq,7
The Coming Home Party,Tiny Tim,1ZU3C9D9u3UxLnvwIM0CXS,19
Tenement Lady,T. Rex,1TM03Ui1LWfQ7e6DNJrvEP,15
View Of The Rain,Urge Overkill,7sKgX06uEw8TftKWBqYTBF,21
Vacation in Tokyo,Urge Overkill,0lDmKgp4U3O4hLAGD3P94b,7
Brand - New - Life,Young Marble Giants,6L1TXPJxAMdVnVcMe0weWR,43
Music For Evenings,Young Marble Giants,6wRU0OH9crzpyB8ahsmjVL,30
Constantly Changing,Young Marble Giants,22uX8olcZYUdNc9sXNpnAV,28
Birth of Wine,Lord Vicar,6pj8g8hEaQQ29NqNQXMEWa,0
The Answer,Lord Vicar,3I91I6enF4M7kIBzJGYmQM,0
Hustle Blood,Big Boi,5RCITmiAwXjCosvwJmJvSx,23
Hustle Blood,Jamie Foxx,5RCITmiAwXjCosvwJmJvSx,23
Living Zoo,Built To Spill,1o7Ghwc5n0hyokI6QKhxyN,8
Nugget,CAKE,1h9Bx0bcEIfiv31E2G58Hf,50
Light Chaser,Cult Of Luna,4Z9U7MiAYRdQtm04SpibOa,0
Your Loft My Acid,Death In Vegas,5EDsz4ztGcPYPeRifhoReI,0
Oblivion,Grimes,4BY4V1T0RJK1HmD2Q0ClyK,73
I Can Learn,The Jesus Lizard,7FWoCtXFvjoTPLK7MHAbPk,15
Maybe I Should Call,K. Michelle,6gR1JkRUcnuEl2dG7aRzpP,28
Glowing Crosses,Fireworks,6u5IL3O5LU9sL2nQkimTRI,17
Thrillkiller,Vulgaris,7oUruzQsLnIpq8laG5iCcr,2
Never Tell,Violent Femmes,1OdicOW5M1kZxlT5tE3nNe,37
Blister In The Sun,Violent Femmes,7jIAttgQTpLDoNtykIQXjH,74
Mexican Radio,Wall Of Voodoo,5JsHic8BkPohK270w11Zn8,42
Absolute Virtue,Glassing,6JQlgYzD3N2xRUr1X4Ah91,0
Release My Heart,The Black Heart Procession,7bGIfZm4xnNUKH7VBgEniK,28
In a Tin Flask,The Black Heart Procession,1JMxfx4CViLatXHn2acAhr,9
The Pot,TOOL,1lATXTBJDHwawvT1UfxWu3,73
Prayer To God,Shellac,3jAbhqTcpsUxlA4x1suTBz,0
